category,cat_code,orig_q_id,new_q_id,type,verification_role,text
7. Legal,L,L_Q53,L_Q53,BINARY,AI,"Has the Company signed any agreements with, or established relationships involving, any subsidiaries, partnerships, or joint ventures?
 - If no: award 1 pt.
 - If yes: award 1 pt only if the Company provides a list of these arrangements and any related agreements. Otherwise, 0 pts."
7. Legal,L,L_Q6,L_Q6,BINARY,AI,Has the company filed any applications for trademark registration?
7. Legal,L,L_Q7,L_Q7,BINARY,AI,Has the company done a clearance search to determine whether or not it is okay to use the trade or service mark it wants?
7. Legal,L,L_Q8,L_Q8,BINARY,AI,"If the Company plans to apply for more than one trade or service mark, has it done a clearance search for every mark it plans to apply for?
- Not applicable (the Company plans to apply for no marks): award 1 pt.
- Yes (a clearance search was done for every mark): award 1 pt.
- No (one or more marks lack a clearance search): award 0 pts."
7. Legal,L,L_Q9,L_Q9,BINARY,HUMAN,"Primary commercial brand name is distinctive (suggestive, arbitrary, or fanciful) rather than merely descriptive or generic under USPTO Abercrombie standards"
8. Team,T,T_Q1,T_Q1a,BINARY,AI,Any co-founder previously founded or co-founded an operating commercial startup (venture-backed or bootstrapped)
8. Team,T,T_Q1,T_Q1b,BINARY,AI,Any co-founder previously worked as early employee (<= 10th) at a venture startup
8. Team,T,T_Q10,T_Q10,BINARY,AI,"""What is the breadth of the team's capabilities in human resources?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts"""
8. Team,T,T_Q11,T_Q11,BINARY,AI,"What is the breadth of the team's capabilities in sales/marketing?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts"
8. Team,T,T_Q12,T_Q12,BINARY,AI,"What is the breadth of the team's capabilities in general management?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts"
8. Team,T,T_Q13,T_Q13,BINARY,AI,"What is the breadth of the team's capabilities in systems/IT?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts"
8. Team,T,T_Q14,T_Q14,BINARY,AI,"What is the breadth of the team's functional experience?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts"
8. Team,T,T_Q15,T_Q15a,BINARY,AI,Technical executive holds Master degree or higher
8. Team,T,T_Q15,T_Q15b,BINARY,AI,Technical executive holds Ph.D. or terminal engineering doctorate
8. Team,T,T_Q16,T_Q16a,BINARY,AI,At least one management executive holds a Bachelor degree or higher
8. Team,T,T_Q16,T_Q16b,BINARY,AI,"At least one management executive holds an MBA, JD, or Master degree"
8. Team,T,T_Q17,T_Q17a,BINARY,AI,Scientific advisor holds Master degree or higher
8. Team,T,T_Q17,T_Q17b,BINARY,AI,Scientific advisor holds Ph.D.
8. Team,T,T_Q18,T_Q18a,BINARY,AI,"Board member holds Master, MBA, or JD degree"
8. Team,T,T_Q18,T_Q18b,BINARY,AI,Board member holds Ph.D.
8. Team,T,T_Q19,T_Q19a,BINARY,AI,Primary CEO/founder dedicated full-time to startup with no outside employment
8. Team,T,T_Q19,T_Q19b,BINARY,AI,All primary co-founders operating full-time on the business
8. Team,T,T_Q2,T_Q2_val,INTEGER,AI,Total count of prior startups team members were involved with
8. Team,T,T_Q2,T_Q2a,BINARY,AI,Team members previously involved with at least 1 startup
8. Team,T,T_Q2,T_Q2b,BINARY,AI,Team members previously involved with 3 or more startups
8. Team,T,T_Q20,T_Q20,BINARY,AI,"Has any personal capital been directly invested?
 - Yes
 - No"
8. Team,T,T_Q21,T_Q21a,BINARY,AI,Team has worked together for at least 1 year
8. Team,T,T_Q21,T_Q21b,BINARY,AI,Team has worked together for more than 3 years
8. Team,T,T_Q22,T_Q22,BINARY,AI,"Has the management team taken a formal assessment of team building dynamics?
 - Yes
 - No"
8. Team,T,T_Q23,T_Q23,BINARY,HUMAN,"Is the team using the insight to actively improve the team dynamics of the founding team?
 - Very: award 1 pt
 - Somewhat: award 0.5 pts
 - Not much or N/A: award 0 pts"
8. Team,T,T_Q24,T_Q24,BINARY,HUMAN,"Is there a structured approach to engaging the advisory team?
 - Yes
 - No"
8. Team,T,T_Q25,T_Q25,BINARY,HUMAN,"What percent of advisors are actively engaged with the company?
 - More than 90%: award 1 pt
 - 50% to 90%: award 0.5 pts
 - Less than 50% or no information: award 0 pts"
8. Team,T,T_Q26,T_Q26a,BINARY,AI,Raised capital or completed commercial deals with Angel Investors (>= $250K)
8. Team,T,T_Q26,T_Q26b,BINARY,AI,Raised >= $2M in cumulative capital or completed major enterprise deals with Angel Investors
8. Team,T,T_Q26,T_Q26c,BINARY,AI,Raised >= $10M in cumulative capital from Angel Investors
8. Team,T,T_Q27,T_Q27a,BINARY,AI,Raised capital or completed commercial deals with Family Offices (>= $250K)
8. Team,T,T_Q27,T_Q27b,BINARY,AI,Raised >= $2M in cumulative capital or completed major enterprise deals with Family Offices
8. Team,T,T_Q27,T_Q27c,BINARY,AI,Raised >= $10M in cumulative capital from Family Offices
8. Team,T,T_Q28,T_Q28a,BINARY,AI,Raised capital or completed commercial deals with VCs (>= $250K)
8. Team,T,T_Q28,T_Q28b,BINARY,AI,Raised >= $2M in cumulative capital or completed major enterprise deals with VCs
8. Team,T,T_Q28,T_Q28c,BINARY,AI,Raised >= $10M in cumulative capital from VCs
8. Team,T,T_Q29,T_Q29a,BINARY,AI,Raised capital or completed commercial deals with Grants/NGOs (>= $250K)
8. Team,T,T_Q29,T_Q29b,BINARY,AI,Raised >= $2M in cumulative capital or completed major enterprise deals with Grants/NGOs
8. Team,T,T_Q29,T_Q29c,BINARY,AI,Raised >= $10M in cumulative capital from Grants/NGOs
8. Team,T,T_Q3,T_Q3_val,INTEGER,AI,Total count of prior exits across full-time founders
8. Team,T,T_Q3,T_Q3a,BINARY,AI,Any full-time executive involved in at least 1 prior startup exit (M&A/IPO)
8. Team,T,T_Q3,T_Q3b,BINARY,AI,Any full-time executive involved in 2 or more prior startup exits
8. Team,T,T_Q30,T_Q30a,BINARY,AI,Raised capital or completed commercial deals with Strategic Investors (>= $250K)
8. Team,T,T_Q30,T_Q30b,BINARY,AI,Raised >= $2M in cumulative capital or completed major enterprise deals with Strategic Investors
8. Team,T,T_Q30,T_Q30c,BINARY,AI,Raised >= $10M in cumulative capital from Strategic Investors
8. Team,T,T_Q31,T_Q31,BINARY,AI,"To what extent has the team hired or supervised senior subject matter/functional experts?
 - More than 10 people: award 1 pt
 - 2 to 10 people: award 0.67 pts
 - 1 to 2 people: award 0.33 pts
 - None: award 0 pts"
8. Team,T,T_Q4,T_Q4a,BINARY,AI,Team has 5 or more combined years of experience in company target industry
8. Team,T,T_Q4,T_Q4b,BINARY,AI,Team has 15 or more combined years of experience in company target industry
8. Team,T,T_Q5,T_Q5a,BINARY,AI,Team member previously held VP or Director level seniority in target industry
8. Team,T,T_Q5,T_Q5b,BINARY,AI,Team member previously held CEO or C-Suite seniority in target industry
8. Team,T,T_Q6,T_Q6,BINARY,AI,"What is the breadth of the team's capabilities in technical/engineering?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts"
8. Team,T,T_Q7,T_Q7,BINARY,AI,"What is the breadth of the team's capabilities in supply chain?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts"
8. Team,T,T_Q8,T_Q8,BINARY,AI,"What is the breadth of the team's capabilities in operations?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts"
8. Team,T,T_Q9,T_Q9,BINARY,AI,"What is the breadth of the team's capabilities in finance?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts"
9. Executive Summary,ES,ES_Q1,ES_Q1,BINARY,AI,Does the company have a formal company name?
9. Executive Summary,IS,IS_Q10,IS_Q10a,BINARY,AI,Identifies upstream suppliers and manufacturing partners in value chain
9. Executive Summary,IS,IS_Q10,IS_Q10b,BINARY,AI,Identifies downstream distributors and buyers in value chain
9. Executive Summary,IS,IS_Q11,IS_Q11a,BINARY,AI,Company has paying commercial customers who have purchased product
9. Executive Summary,IS,IS_Q11,IS_Q11b,BINARY,AI,Company has active confirmed beta testing or pilot development partners
9. Executive Summary,IS,IS_Q11,IS_Q11c,BINARY,AI,Company has signed non-binding Letters of Intent (LOIs) or MOUs
9. Executive Summary,ES,ES_Q12,ES_Q12,BINARY,AI,Are key milestone accomplishments presented?
9. Executive Summary,ES,ES_Q13,ES_Q13,BINARY,AI,Does the company describe its technology status (TRL or otherwise)?
9. Executive Summary,ES,ES_Q14,ES_Q14,BINARY,AI,Is an IP strategy defined?
9. Executive Summary,ES,ES_Q15,ES_Q15,BINARY,AI,Is how the company's IP supports the value proposition described?
9. Executive Summary,IS,IS_Q16,IS_Q16a,BINARY,AI,Environmental impact goals and metrics stated
9. Executive Summary,IS,IS_Q16,IS_Q16b,BINARY,AI,Social or community impact goals stated
9. Executive Summary,IS,IS_Q16,IS_Q16c,BINARY,AI,Financial sustainability / cost benefit impact stated
9. Executive Summary,ES,ES_Q17,ES_Q17,BINARY,AI,Is there a description of the target market?
9. Executive Summary,IS,IS_Q18,IS_Q18a,BINARY,AI,Numerical Total Addressable Market (TAM) dollar valuation explicitly stated
9. Executive Summary,IS,IS_Q18,IS_Q18b,BINARY,AI,Underlying TAM calculation assumptions and methodology documented
9. Executive Summary,IS,IS_Q19,IS_Q19a,BINARY,AI,Numerical Serviceable Available Market (SAM) dollar valuation explicitly stated
9. Executive Summary,IS,IS_Q19,IS_Q19b,BINARY,AI,Underlying SAM calculation assumptions and methodology documented
9. Executive Summary,ES,ES_Q2,ES_Q2,BINARY,AI,Is clear and complete contact information provided?
9. Executive Summary,IS,IS_Q20,IS_Q20a,BINARY,AI,Target market share percentage explicitly presented
9. Executive Summary,IS,IS_Q20,IS_Q20b,BINARY,AI,Market share capture assumptions documented
9. Executive Summary,ES,ES_Q21,ES_Q21,BINARY,AI,Are additional markets identified?
9. Executive Summary,ES,ES_Q22,ES_Q22,BINARY,AI,Are the key costs/challenges of entering these additional markets discussed?
9. Executive Summary,IS,IS_Q23,IS_Q23a,BINARY,AI,Identifies direct competitors
9. Executive Summary,IS,IS_Q23,IS_Q23b,BINARY,AI,Identifies indirect competitors and substitutes
9. Executive Summary,ES,ES_Q24,ES_Q24,BINARY,AI,Are the company's proposed benefits over the competition described?
9. Executive Summary,ES,ES_Q25,ES_Q25,BINARY,AI,Has the company presented its funding history?
9. Executive Summary,ES,ES_Q26,ES_Q26,BINARY,AI,Has the company presented its fundraising plans (forward looking)?
9. Executive Summary,ES,ES_Q27,ES_Q27,BINARY,AI,Is the use of defined funds discussed?
9. Executive Summary,ES,ES_Q28,ES_Q28,BINARY,AI,Does the company have a video that is current and consistent with the overview?
9. Executive Summary,ES,ES_Q29,ES_Q29,BINARY,AI,Is the video available to the public?
9. Executive Summary,ES,ES_Q3,ES_Q3,BINARY,AI,Does the company have a formal company logo?
9. Executive Summary,ES,ES_Q30,ES_Q30,BINARY,AI,Is there a description of the management team?
9. Executive Summary,ES,ES_Q31,ES_Q31,BINARY,AI,Is there a formal location? (E.G. HQ address)
9. Executive Summary,IS,IS_Q32,IS_Q32a,BINARY,AI,Historical revenue stated (or stated zero if pre-revenue)
9. Executive Summary,IS,IS_Q32,IS_Q32b,BINARY,AI,Forward-looking multi-year revenue projections presented
9. Executive Summary,ES,ES_Q33,ES_Q33,BINARY,AI,Is the projection consistent with SAM and target market share? (IE SAM x Market Share % = projected revenue)
9. Executive Summary,ES,ES_Q34,ES_Q34,BINARY,AI,"Is revenue for year N divided by revenue for year N-1 a constant? If yes, is that assumption explained?"
9. Executive Summary,ES,ES_Q4,ES_Q4,BINARY,AI,Has the company identified a market category (or CleanTech Category)?
9. Executive Summary,ES,ES_Q5,ES_Q5,BINARY,AI,"Is a brief company business history provided? (EG employees, years operational, etc.)"
9. Executive Summary,ES,ES_Q6,ES_Q6,BINARY,AI,Does the company list current senior management skills and identify skill gaps?
9. Executive Summary,IS,IS_Q7,IS_Q7a,BINARY,AI,Clear non-technical problem and solution summary statement provided
9. Executive Summary,IS,IS_Q7,IS_Q7b,BINARY,AI,Specific initial beachhead market defined
9. Executive Summary,IS,IS_Q7,IS_Q7c,BINARY,AI,Operational route-to-market or distribution channel described
9. Executive Summary,ES,ES_Q8,ES_Q8,BINARY,AI,Has the company specified the initial commercial offering(s)?
9. Executive Summary,ES,ES_Q9,ES_Q9,BINARY,AI,Is factual / third-party / verifiable information supporting this provided?
10. Investor Pitch,IP,IP_Q1,IP_Q1,BINARY,AI,Is there an elevator pitch?
10. Investor Pitch,IP,IP_Q10,IP_Q10,BINARY,HUMAN,Does the problem suggest a large market?
10. Investor Pitch,IP,IP_Q11,IP_Q11,BINARY,HUMAN,"Is the solution a compelling value proposition clearly benefitting the customer's business (revenues, costs, time, productivity, market, etc.)?"
10. Investor Pitch,IP,IP_Q12,IP_Q12,BINARY,AI,"Is there a visual ""model"" depicting the solution?"
10. Investor Pitch,IP,IP_Q13,IP_Q13,BINARY,HUMAN,Does the solution clearly fit in the customer's ecosystem?
10. Investor Pitch,IP,IP_Q14,IP_Q14,BINARY,HUMAN,Does the presentation depict differentiation and technical elegance but avoid the weeds?
10. Investor Pitch,IP,IP_Q15,IP_Q15,BINARY,HUMAN,Does the presentation clearly define the market?
10. Investor Pitch,IP,IP_Q16,IP_Q16,BINARY,AI,"Is there a target vertical, buyer/user, or application?"
10. Investor Pitch,IP,IP_Q17,IP_Q17,BINARY,AI,Are market size/growth presented?
10. Investor Pitch,IP,IP_Q18,IP_Q18,BINARY,AI,Are any of the following shown: TAM/SAM/SOM/CAGR?
10. Investor Pitch,IP,IP_Q19,IP_Q19,BINARY,AI,Are historical trends projected into the future?
10. Investor Pitch,IP,IP_Q2,IP_Q2,BINARY,AI,Does the presentation define the business and reason for existence?
10. Investor Pitch,IP,IP_Q20,IP_Q20,BINARY,HUMAN,Does the methodology combine quantitative rigor with qualitative sensitivity?
10. Investor Pitch,IP,IP_Q21,IP_Q21,BINARY,HUMAN,Is there a balance between exciting opportunity vs. chance of success?
10. Investor Pitch,IP,IP_Q22,IP_Q22a,BINARY,AI,Explicitly identifies legacy corporate incumbents and emerging venture startup competitors
10. Investor Pitch,IP,IP_Q22,IP_Q22b,BINARY,AI,Explicitly discusses indirect substitutes and customer in-house / build-your-own alternatives
10. Investor Pitch,IP,IP_Q22,IP_Q22c,BINARY,AI,"Presentation includes competitive landscape framework (matrix, table, or feature grid)"
10. Investor Pitch,IP,IP_Q23,IP_Q23,BINARY,HUMAN,Does the presentation provide a framework to demonstrate differentiation (BCG grid and/or benefits matrix)?
10. Investor Pitch,IP,IP_Q24,IP_Q24,BINARY,AI,Does the presentation use customer-centric attributes and dimensions?
10. Investor Pitch,IP,IP_Q25,IP_Q25,BINARY,HUMAN,"Does the presentation demonstrate knowledge of the landscape, including past failures?"
10. Investor Pitch,IP,IP_Q26,IP_Q26,BINARY,AI,Does the presentation embrace competitor strengths + know its own weaknesses (self-awareness)?
10. Investor Pitch,IP,IP_Q27,IP_Q27,BINARY,AI,"Does the presentation highlight secret sauce, competitive advantages, barriers to entry?"
10. Investor Pitch,IP,IP_Q28,IP_Q28,BINARY,AI,Does the presentation translate key points between business and technical domain?
10. Investor Pitch,IP,IP_Q29,IP_Q29,BINARY,AI,"Does it show how customers and partners fit in, if possible?"
10. Investor Pitch,IP,IP_Q3,IP_Q3,BINARY,AI,"Is there a visual ""model"" built upon in the ""problem"" and ""solution"" slides?"
10. Investor Pitch,IP,IP_Q30,IP_Q30,BINARY,HUMAN,Does it remain focused on the essential value proposition?
10. Investor Pitch,IP,IP_Q31,IP_Q31,BINARY,HUMAN,Does it talk to important but peripheral issues and details while avoiding clutter?
10. Investor Pitch,IP,IP_Q32,IP_Q32,BINARY,AI,"Does it address ""invent vs. integrate"" issues?"
10. Investor Pitch,IP,IP_Q33,IP_Q33,BINARY,HUMAN,Does it show that the company will invent only uniquely competitive elements?
10. Investor Pitch,IP,IP_Q34,IP_Q34,BINARY,HUMAN,"Does it show an incremental development path that reduces risk, if possible?"
10. Investor Pitch,IP,IP_Q35,IP_Q35,BINARY,AI,Does the presentation show what customers buy and how they buy it?
10. Investor Pitch,IP,IP_Q36,IP_Q36,BINARY,AI,"Does it discuss high level pricing (e.g., annuity or one fee)?"
10. Investor Pitch,IP,IP_Q37,IP_Q37,BINARY,AI,Does it describe what the customer will get (today and beyond)?
10. Investor Pitch,IP,IP_Q38,IP_Q38,BINARY,AI,Does it profile the customer (vertical/buyer or user/application)?
10. Investor Pitch,IP,IP_Q39,IP_Q39,BINARY,AI,Does it profile critical partner relationships (current and future)?
10. Investor Pitch,IP,IP_Q4,IP_Q4,BINARY,AI,Does the overview contain two to five high-level succinct bullets?
10. Investor Pitch,IP,IP_Q40,IP_Q40,BINARY,AI,Does it show a marketing and sales plan?
10. Investor Pitch,IP,IP_Q41,IP_Q41,BINARY,AI,Does it show a value chain and sales cycle?
10. Investor Pitch,IP,IP_Q42,IP_Q42,BINARY,AI,Does it compare and contrast to industry comparables?
10. Investor Pitch,IP,IP_Q43,IP_Q43,BINARY,HUMAN,Does the presentation show credibility and strategic orchestration of team members?
10. Investor Pitch,IP,IP_Q44,IP_Q44,BINARY,HUMAN,Does the team show domain expertise and unique customer insight?
10. Investor Pitch,IP,IP_Q45,IP_Q45,BINARY,HUMAN,Does the CEO hire people with skills better than their own?
10. Investor Pitch,IP,IP_Q46,IP_Q46,BINARY,HUMAN,"Does the presentation show what's missing, if applicable, or show that nothing is missing?"
10. Investor Pitch,IP,IP_Q47,IP_Q47,BINARY,AI,Does it show previous companies and titles (industry recognition where meaningful)?
10. Investor Pitch,IP,IP_Q48,IP_Q48,BINARY,AI,Does it show the Board of Directors?
10. Investor Pitch,IP,IP_Q49,IP_Q49,BINARY,HUMAN,Does the Company present thorough and thoughtful financials?
10. Investor Pitch,IP,IP_Q5,IP_Q5,BINARY,HUMAN,"Is there a compelling pain point that will make a customer write a check (revenues, costs, time, productivity, market reach, etc.)?"
10. Investor Pitch,IP,IP_Q50,IP_Q50a,BINARY,AI,P&L / Income statement slide provided
10. Investor Pitch,IP,IP_Q50,IP_Q50b,BINARY,AI,Balance sheet summary slide provided
10. Investor Pitch,IP,IP_Q51,IP_Q51,BINARY,AI,Has the Company provided high-level 3- or 5-year projections?
10. Investor Pitch,IP,IP_Q52,IP_Q52,BINARY,AI,Do the financials break out revenues and expenses by major category?
10. Investor Pitch,IP,IP_Q53,IP_Q53a,BINARY,AI,Financials include pre-tax profit (loss) projection
10. Investor Pitch,IP,IP_Q53,IP_Q53b,BINARY,AI,Financials include cash flow and capital requirements
10. Investor Pitch,IP,IP_Q53,IP_Q53c,BINARY,AI,Financials include headcount / staffing projections
10. Investor Pitch,IP,IP_Q54,IP_Q54,BINARY,AI,Has the Company defined milestone targets?
10. Investor Pitch,IP,IP_Q55,IP_Q55,BINARY,AI,Do the financials identify when the Company expects its first revenues?
10. Investor Pitch,IP,IP_Q56,IP_Q56,BINARY,AI,Do the financials identify when the Company expects to become cash-flow positive?
10. Investor Pitch,IP,IP_Q57,IP_Q57,BINARY,AI,"Has the Company demonstrated tangible competitive barriers (e.g., customers, IP)?"
10. Investor Pitch,IP,IP_Q58,IP_Q58,BINARY,AI,Do the projections show a $100M/yr run rate by year 5?
10. Investor Pitch,IP,IP_Q6,IP_Q6,BINARY,HUMAN,"Is it a ""must-solve"" not merely ""nice-to-solve"" problem?"
10. Investor Pitch,IP,IP_Q7,IP_Q7,BINARY,AI,"Is there a visual ""model"" depicting the problem?"
10. Investor Pitch,IP,IP_Q8,IP_Q8,BINARY,AI,Is a historical evolution depicted?
10. Investor Pitch,IP,IP_Q9,IP_Q9,BINARY,HUMAN,Are meaningful validating quotes included?
