category_section,question_number_in_cat,question_text,allowed_score_range,is_objective,needs_review,global_question_id,archetype
8. Team,12,"What is the breadth of the team's capabilities in general management?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts","[1, 0.67, 0.33, 0]",1,False,171,ORDINAL_MILESTONE
8. Team,13,"What is the breadth of the team's capabilities in systems/IT?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts","[1, 0.67, 0.33, 0]",1,False,172,ORDINAL_MILESTONE
8. Team,14,"What is the breadth of the team's functional experience?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts","[1, 0.67, 0.33, 0]",1,False,173,ORDINAL_MILESTONE
8. Team,15,"What is the education level of the technical/engineering executives?
 - Ph.D: award 1 pt
 - Master's: award 0.5 pts
 - Bachelor's or below: award 0 pts","[1, 0.5, 0]",1,False,174,ORDINAL_MILESTONE
8. Team,16,"What is the education level of management executives?
 - MBA, JD, or other Master's degree: award 1 pt
 - Bachelor's degree: award 0.5 pts
 - Below bachelor's: award 0 pts","[1, 0.5, 0]",1,False,175,ORDINAL_MILESTONE
8. Team,17,"What is the education level of scientific advisors?
 - Ph.D: award 1 pt
 - Master's: award 0.5 pts
 - Bachelor's or below: award 0 pts","[1, 0.5, 0]",1,False,176,ORDINAL_MILESTONE
8. Team,18,"What is the education level of board members?
 - Ph.D, JD, MBA: award 1 pt
 - Master's: award 0.5 pts
 - Bachelor's or below: award 0 pts","[1, 0.5, 0]",1,False,177,ORDINAL_MILESTONE
8. Team,19,"What percentage of team time is spent on the startup?
 - More than 90%: award 1 pt
 - 50% to 90%: award 0.5 pts
 - Less than 50%: award 0 pts","[1, 0.5, 0]",1,False,178,ORDINAL_MILESTONE
8. Team,20,"Has any personal capital been directly invested?
 - Yes
 - No","[1, 0]",1,False,179,BINARY
8. Team,21,"How long has the team worked together?
 - More than 3 years: award 1 pt
 - 1 to 3 years: award 0.5 pts
 - Less than 1 year: award 0 pts","[1, 0.5, 0]",1,False,180,ORDINAL_MILESTONE
8. Team,22,"Has the management team taken a formal assessment of team building dynamics?
 - Yes
 - No","[1, 0]",1,False,181,BINARY
8. Team,23,"Is the team using the insight to actively improve the team dynamics of the founding team?
 - Very: award 1 pt
 - Somewhat: award 0.5 pts
 - Not much or N/A: award 0 pts","[1, 0.5, 0]",0,False,182,ORDINAL_MILESTONE
8. Team,24,"Is there a structured approach to engaging the advisory team?
 - Yes
 - No","[1, 0]",0,False,183,BINARY
8. Team,25,"What percent of advisors are actively engaged with the company?
 - More than 90%: award 1 pt
 - 50% to 90%: award 0.5 pts
 - Less than 50% or no information: award 0 pts","[1, 0.5, 0]",0,False,184,ORDINAL_MILESTONE
8. Team,26,"From which ecosystem has the company hired from, raised money, or completed deals — Angel Investors?
 - $10m+: award 1 pt
 - $2m to $10m: award 0.67 pts
 - $250k to $2m: award 0.33 pts
 - None: award 0 pts","[1, 0.67, 0.33, 0]",1,False,185,ORDINAL_MILESTONE
8. Team,27,"From which ecosystem has the company hired from, raised money, or completed deals — Family Offices?
 - $10m+: award 1 pt
 - $2m to $10m: award 0.67 pts
 - $250k to $2m: award 0.33 pts
 - None: award 0 pts","[1, 0.67, 0.33, 0]",1,False,186,ORDINAL_MILESTONE
8. Team,28,"From which ecosystem has the company hired from, raised money, or completed deals — VCs?
 - $10m+: award 1 pt
 - $2m to $10m: award 0.67 pts
 - $250k to $2m: award 0.33 pts
 - None: award 0 pts","[1, 0.67, 0.33, 0]",1,False,187,ORDINAL_MILESTONE
8. Team,29,"From which ecosystem has the company hired from, raised money, or completed deals — Grants/NGOs?
 - $10m+: award 1 pt
 - $2m to $10m: award 0.67 pts
 - $250k to $2m: award 0.33 pts
 - None: award 0 pts","[1, 0.67, 0.33, 0]",1,False,188,ORDINAL_MILESTONE
8. Team,30,"From which ecosystem has the company hired from, raised money, or completed deals — Strategic Investors?
 - $10m+: award 1 pt
 - $2m to $10m: award 0.67 pts
 - $250k to $2m: award 0.33 pts
 - None: award 0 pts","[1, 0.67, 0.33, 0]",1,False,189,ORDINAL_MILESTONE
8. Team,31,"To what extent has the team hired or supervised senior subject matter/functional experts?
 - More than 10 people: award 1 pt
 - 2 to 10 people: award 0.67 pts
 - 1 to 2 people: award 0.33 pts
 - None: award 0 pts","[1, 0.67, 0.33, 0]",1,False,190,ORDINAL_MILESTONE
9. Executive Summary,1,Does the company have a formal company name?,"[0, 1]",1,False,191,BINARY
9. Executive Summary,2,Is clear and complete contact information provided?,"[0, 1]",1,False,192,BINARY
9. Executive Summary,3,Does the company have a formal company logo?,"[0, 1]",1,False,193,BINARY
9. Executive Summary,4,Has the company identified a market category (or CleanTech Category)?,"[0, 1]",1,False,194,BINARY
9. Executive Summary,5,"Is a brief company business history provided? (EG employees, years operational, etc.)","[0, 1]",1,False,195,BINARY
9. Executive Summary,6,Does the company list current senior management skills and identify skill gaps?,"[0, 1]",1,False,196,BINARY
9. Executive Summary,7,"Business Description: Has the company provided an easily understood, concise overview of its vision and value proposition to defined market(s) and routes to those market(s) that is clear to a non-expert?","[0, 1]",0,False,197,BINARY
9. Executive Summary,8,Has the company specified the initial commercial offering(s)?,"[0, 1]",1,False,198,BINARY
9. Executive Summary,9,Is factual / third-party / verifiable information supporting this provided?,"[0, 1]",1,False,199,BINARY
9. Executive Summary,10,"Is a clear description of the value chain provided that identifies associated, involved, or required existing industry entities?","[0, 1]",1,False,200,BINARY
9. Executive Summary,11,"Does the company identify customers (IE have bought), development partners (IE beta product test program), or LOIs with potential customers?","[0, 1]",1,False,201,BINARY
9. Executive Summary,12,Are key milestone accomplishments presented?,"[0, 1]",1,False,202,BINARY
9. Executive Summary,13,Does the company describe its technology status (TRL or otherwise)?,"[0, 1]",1,False,203,BINARY
9. Executive Summary,14,Is an IP strategy defined?,"[0, 1]",1,False,204,BINARY
9. Executive Summary,15,Is how the company's IP supports the value proposition described?,"[0, 1]",1,False,205,BINARY
9. Executive Summary,16,"Is a clear impact statement presented that covers environmental, social, and financial impact?","[0, 1]",1,False,206,BINARY
9. Executive Summary,17,Is there a description of the target market?,"[0, 1]",1,False,207,BINARY
9. Executive Summary,18,Is the TAM (total addressable market) evaluated and are assumptions provided?,"[0, 1]",1,False,208,BINARY
9. Executive Summary,19,Is the SAM (serviceable available market) evaluated and are assumptions provided?,"[0, 1]",1,False,209,BINARY
9. Executive Summary,20,"Is the target market share presented, with assumptions?","[0, 1]",1,False,210,BINARY
9. Executive Summary,21,Are additional markets identified?,"[0, 1]",1,False,211,BINARY
9. Executive Summary,22,Are the key costs/challenges of entering these additional markets discussed?,"[0, 1]",1,False,212,BINARY
9. Executive Summary,23,Has the company described anticipated direct and indirect competition?,"[0, 1]",1,False,213,BINARY
9. Executive Summary,24,Are the company's proposed benefits over the competition described?,"[0, 1]",1,False,214,BINARY
9. Executive Summary,25,Has the company presented its funding history?,"[0, 1]",1,False,215,BINARY
9. Executive Summary,26,Has the company presented its fundraising plans (forward looking)?,"[0, 1]",1,False,216,BINARY
9. Executive Summary,27,Is the use of defined funds discussed?,"[0, 1]",1,False,217,BINARY
9. Executive Summary,28,Does the company have a video that is current and consistent with the overview?,"[0, 1]",1,False,218,BINARY
9. Executive Summary,29,Is the video available to the public?,"[0, 1]",1,False,219,BINARY
9. Executive Summary,30,Is there a description of the management team?,"[0, 1]",1,False,220,BINARY
9. Executive Summary,31,Is there a formal location? (E.G. HQ address),"[0, 1]",1,False,221,BINARY
9. Executive Summary,32,Is the company's revenue history and projection(s) presented?,"[0, 1]",1,False,222,BINARY
9. Executive Summary,33,Is the projection consistent with SAM and target market share? (IE SAM x Market Share % = projected revenue),"[0, 1]",1,False,223,BINARY
9. Executive Summary,34,"Is revenue for year N divided by revenue for year N-1 a constant? If yes, is that assumption explained?","[0, 1]",1,False,224,BINARY
10. Investor Pitch,1,Is there an elevator pitch?,"[0, 1]",1,False,225,BINARY
10. Investor Pitch,2,Does the presentation define the business and reason for existence?,"[0, 1]",1,False,226,BINARY
10. Investor Pitch,3,"Is there a visual ""model"" built upon in the ""problem"" and ""solution"" slides?","[0, 1]",1,False,227,BINARY
10. Investor Pitch,4,Does the overview contain two to five high-level succinct bullets?,"[0, 1]",1,False,228,BINARY
10. Investor Pitch,5,"Is there a compelling pain point that will make a customer write a check (revenues, costs, time, productivity, market reach, etc.)?","[0, 1]",0,False,229,BINARY
10. Investor Pitch,6,"Is it a ""must-solve"" not merely ""nice-to-solve"" problem?","[0, 1]",0,False,230,BINARY
10. Investor Pitch,7,"Is there a visual ""model"" depicting the problem?","[0, 1]",1,False,231,BINARY
10. Investor Pitch,8,Is a historical evolution depicted?,"[0, 1]",1,False,232,BINARY
10. Investor Pitch,9,Are meaningful validating quotes included?,"[0, 1]",0,False,233,BINARY
10. Investor Pitch,10,Does the problem suggest a large market?,"[0, 1]",0,False,234,BINARY
10. Investor Pitch,11,"Is the solution a compelling value proposition clearly benefitting the customer's business (revenues, costs, time, productivity, market, etc.)?","[0, 1]",0,False,235,BINARY
10. Investor Pitch,12,"Is there a visual ""model"" depicting the solution?","[0, 1]",1,False,236,BINARY
10. Investor Pitch,13,Does the solution clearly fit in the customer's ecosystem?,"[0, 1]",0,False,237,BINARY
10. Investor Pitch,14,Does the presentation depict differentiation and technical elegance but avoid the weeds?,"[0, 1]",0,False,238,BINARY
10. Investor Pitch,15,Does the presentation clearly define the market?,"[0, 1]",0,False,239,BINARY
10. Investor Pitch,16,"Is there a target vertical, buyer/user, or application?","[0, 1]",1,False,240,BINARY
10. Investor Pitch,17,Are market size/growth presented?,"[0, 1]",1,False,241,BINARY
10. Investor Pitch,18,Are any of the following shown: TAM/SAM/SOM/CAGR?,"[0, 1]",1,False,242,BINARY
10. Investor Pitch,19,Are historical trends projected into the future?,"[0, 1]",1,False,243,BINARY
10. Investor Pitch,20,Does the methodology combine quantitative rigor with qualitative sensitivity?,"[0, 1]",0,False,244,BINARY
10. Investor Pitch,21,Is there a balance between exciting opportunity vs. chance of success?,"[0, 1]",0,False,245,BINARY
10. Investor Pitch,22,"Does the presentation discuss current and potential competitors (Incumbents, Startups, In-House, Substitutes)?","[0, 1]",1,False,246,BINARY
10. Investor Pitch,23,Does the presentation provide a framework to demonstrate differentiation (BCG grid and/or benefits matrix)?,"[0, 1]",0,False,247,BINARY
10. Investor Pitch,24,Does the presentation use customer-centric attributes and dimensions?,"[0, 1]",1,False,248,BINARY
10. Investor Pitch,25,"Does the presentation demonstrate knowledge of the landscape, including past failures?","[0, 1]",0,False,249,BINARY
10. Investor Pitch,26,Does the presentation embrace competitor strengths + know its own weaknesses (self-awareness)?,"[0, 1]",1,False,250,BINARY
10. Investor Pitch,27,"Does the presentation highlight secret sauce, competitive advantages, barriers to entry?","[0, 1]",1,False,251,BINARY
10. Investor Pitch,28,Does the presentation translate key points between business and technical domain?,"[0, 1]",1,False,252,BINARY
10. Investor Pitch,29,"Does it show how customers and partners fit in, if possible?","[0, 1]",1,False,253,BINARY
10. Investor Pitch,30,Does it remain focused on the essential value proposition?,"[0, 1]",0,False,254,BINARY
10. Investor Pitch,31,Does it talk to important but peripheral issues and details while avoiding clutter?,"[0, 1]",0,False,255,BINARY
10. Investor Pitch,32,"Does it address ""invent vs. integrate"" issues?","[0, 1]",1,False,256,BINARY
10. Investor Pitch,33,Does it show that the company will invent only uniquely competitive elements?,"[0, 1]",0,False,257,BINARY
10. Investor Pitch,34,"Does it show an incremental development path that reduces risk, if possible?","[0, 1]",0,False,258,BINARY
10. Investor Pitch,35,Does the presentation show what customers buy and how they buy it?,"[0, 1]",1,False,259,BINARY
10. Investor Pitch,36,"Does it discuss high level pricing (e.g., annuity or one fee)?","[0, 1]",1,False,260,BINARY
10. Investor Pitch,37,Does it describe what the customer will get (today and beyond)?,"[0, 1]",1,False,261,BINARY
10. Investor Pitch,38,Does it profile the customer (vertical/buyer or user/application)?,"[0, 1]",1,False,262,BINARY
10. Investor Pitch,39,Does it profile critical partner relationships (current and future)?,"[0, 1]",1,False,263,BINARY
10. Investor Pitch,40,Does it show a marketing and sales plan?,"[0, 1]",1,False,264,BINARY
10. Investor Pitch,41,Does it show a value chain and sales cycle?,"[0, 1]",1,False,265,BINARY
10. Investor Pitch,42,Does it compare and contrast to industry comparables?,"[0, 1]",1,False,266,BINARY
10. Investor Pitch,43,Does the presentation show credibility and strategic orchestration of team members?,"[0, 1]",0,False,267,BINARY
10. Investor Pitch,44,Does the team show domain expertise and unique customer insight?,"[0, 1]",0,False,268,BINARY
10. Investor Pitch,45,Does the CEO hire people with skills better than their own?,"[0, 1]",0,False,269,BINARY
10. Investor Pitch,46,"Does the presentation show what's missing, if applicable, or show that nothing is missing?","[0, 1]",0,False,270,BINARY
10. Investor Pitch,47,Does it show previous companies and titles (industry recognition where meaningful)?,"[0, 1]",1,False,271,BINARY
10. Investor Pitch,48,Does it show the Board of Directors?,"[0, 1]",1,False,272,BINARY
10. Investor Pitch,49,Does the Company present thorough and thoughtful financials?,"[0, 1]",0,False,273,BINARY
10. Investor Pitch,50,"Has the Company provided a P&L, income statement, and balance sheet?","[0, 1]",1,False,274,BINARY
10. Investor Pitch,51,Has the Company provided high-level 3- or 5-year projections?,"[0, 1]",1,False,275,BINARY
10. Investor Pitch,52,Do the financials break out revenues and expenses by major category?,"[0, 1]",1,False,276,BINARY
10. Investor Pitch,53,"Do the financials include pre-tax profit (loss), cash flow, capital requirements, and headcount?","[0, 1]",1,False,277,BINARY
10. Investor Pitch,54,Has the Company defined milestone targets?,"[0, 1]",1,False,278,BINARY
10. Investor Pitch,55,Do the financials identify when the Company expects its first revenues?,"[0, 1]",1,False,279,BINARY
10. Investor Pitch,56,Do the financials identify when the Company expects to become cash-flow positive?,"[0, 1]",1,False,280,BINARY
10. Investor Pitch,57,"Has the Company demonstrated tangible competitive barriers (e.g., customers, IP)?","[0, 1]",1,False,281,BINARY
10. Investor Pitch,58,Do the projections show a $100M/yr run rate by year 5?,"[0, 1]",1,False,282,BINARY
