question_id,orig_q_id,cat_code,category_name,data_type,verification_role,question_text,weight
L_Q48,L_Q48,L,7. Legal,BINARY,AI,"Has the Company ever applied for, issued, or transferred securities, or signed any contracts, arrangements, documents, or commitments relating to the Company's stock?
 - If no: award 1 pt.
 - If yes: award 1 pt only if the Company provides documents relating to its equity structure, including: stock certificates, warrants, and options; stockholder information with number of shares held, dates of issuance, and consideration paid; employee stock benefit plans and equity agreements; any voting trust, buy/sell, stockholder, warrant, proxy, or right-of-first-refusal agreements; any registration rights or pre-emptive rights agreements; powers of attorney on any matter; convertible debt instruments; and any debt arrangements, guarantees, or indemnifications between officers, directors, or shareholders and the Company. Otherwise, 0 pts.",1.0
L_Q49,L_Q49,L,7. Legal,BINARY,AI,Has the Company created a comprehensive information and data privacy policy?,1.0
L_Q5,L_Q5,L,7. Legal,BINARY,AI,Does the company have a trademark/service mark strategy?,1.0
L_Q50,L_Q50,L,7. Legal,BINARY,AI,"If the Company has created a comprehensive information and data privacy policy, has it provided a copy of this policy, as well as a summary of all federal, state, local and international laws, rules and regulations applicable to the Company's data collecting and data processing activities?",1.0
L_Q51,L_Q51,L,7. Legal,BINARY,AI,"Has the Company crafted a policy to keep its customers' personal data safe?
 - Award 1 pt only if the Company provides a copy of this policy, together with a summary of all federal, state, local, and international laws, rules, and regulations applicable to its data collection and processing activities. Otherwise, 0 pts.",1.0
L_Q52,L_Q52,L,7. Legal,BINARY,AI,"Will the Company use cookies for advertising or tracking purposes, send direct marketing communications to people with whom it has no pre-existing business relationship, or process sensitive personal data of any kind?
 - If no: award 1 pt.
 - If yes: award 1 pt only if the Company has, or plans to hire, an Information and Privacy Officer familiar with applicable privacy law, including the GDPR, the California Online Privacy Protection Act, and the California Consumer Privacy Act (CCPA). Otherwise, 0 pts.",1.0
L_Q53,L_Q53,L,7. Legal,BINARY,AI,"Has the Company signed any agreements with, or established relationships involving, any subsidiaries, partnerships, or joint ventures?
 - If no: award 1 pt.
 - If yes: award 1 pt only if the Company provides a list of these arrangements and any related agreements. Otherwise, 0 pts.",1.0
L_Q6,L_Q6,L,7. Legal,BINARY,AI,Has the company filed any applications for trademark registration?,1.0
L_Q7,L_Q7,L,7. Legal,BINARY,AI,Has the company done a clearance search to determine whether or not it is okay to use the trade or service mark it wants?,1.0
L_Q8,L_Q8,L,7. Legal,BINARY,AI,"If the Company plans to apply for more than one trade or service mark, has it done a clearance search for every mark it plans to apply for?
- Not applicable (the Company plans to apply for no marks): award 1 pt.
- Yes (a clearance search was done for every mark): award 1 pt.
- No (one or more marks lack a clearance search): award 0 pts.",1.0
L_Q9,L_Q9,L,7. Legal,BINARY,HUMAN,"Primary commercial brand name is distinctive (suggestive, arbitrary, or fanciful) rather than merely descriptive or generic under USPTO Abercrombie standards",1.0
T_Q1a,T_Q1,T,8. Team,BINARY,AI,Any co-founder previously founded or co-founded an operating commercial startup (venture-backed or bootstrapped),1.0
T_Q1b,T_Q1,T,8. Team,BINARY,AI,Any co-founder previously worked as early employee (<= 10th) at a venture startup,1.0
T_Q10,T_Q10,T,8. Team,BINARY,AI,"""What is the breadth of the team's capabilities in human resources?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts""",1.0
T_Q11,T_Q11,T,8. Team,BINARY,AI,"What is the breadth of the team's capabilities in sales/marketing?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts",1.0
T_Q12,T_Q12,T,8. Team,BINARY,AI,"What is the breadth of the team's capabilities in general management?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts",1.0
T_Q13,T_Q13,T,8. Team,BINARY,AI,"What is the breadth of the team's capabilities in systems/IT?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts",1.0
T_Q14,T_Q14,T,8. Team,BINARY,AI,"What is the breadth of the team's functional experience?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts",1.0
T_Q15a,T_Q15,T,8. Team,BINARY,AI,Technical executive holds Master degree or higher,1.0
T_Q15b,T_Q15,T,8. Team,BINARY,AI,Technical executive holds Ph.D. or terminal engineering doctorate,1.0
T_Q16a,T_Q16,T,8. Team,BINARY,AI,At least one management executive holds a Bachelor degree or higher,1.0
T_Q16b,T_Q16,T,8. Team,BINARY,AI,"At least one management executive holds an MBA, JD, or Master degree",1.0
T_Q17a,T_Q17,T,8. Team,BINARY,AI,Scientific advisor holds Master degree or higher,1.0
T_Q17b,T_Q17,T,8. Team,BINARY,AI,Scientific advisor holds Ph.D.,1.0
T_Q18a,T_Q18,T,8. Team,BINARY,AI,"Board member holds Master, MBA, or JD degree",1.0
T_Q18b,T_Q18,T,8. Team,BINARY,AI,Board member holds Ph.D.,1.0
T_Q19a,T_Q19,T,8. Team,BINARY,AI,Primary CEO/founder dedicated full-time to startup with no outside employment,1.0
T_Q19b,T_Q19,T,8. Team,BINARY,AI,All primary co-founders operating full-time on the business,1.0
T_Q2_val,T_Q2,T,8. Team,INTEGER,AI,Total count of prior startups team members were involved with,1.0
T_Q2a,T_Q2,T,8. Team,BINARY,AI,Team members previously involved with at least 1 startup,1.0
T_Q2b,T_Q2,T,8. Team,BINARY,AI,Team members previously involved with 3 or more startups,1.0
T_Q20,T_Q20,T,8. Team,BINARY,AI,"Has any personal capital been directly invested?
 - Yes
 - No",1.0
T_Q21a,T_Q21,T,8. Team,BINARY,AI,Team has worked together for at least 1 year,1.0
T_Q21b,T_Q21,T,8. Team,BINARY,AI,Team has worked together for more than 3 years,1.0
T_Q22,T_Q22,T,8. Team,BINARY,AI,"Has the management team taken a formal assessment of team building dynamics?
 - Yes
 - No",1.0
T_Q23,T_Q23,T,8. Team,BINARY,HUMAN,"Is the team using the insight to actively improve the team dynamics of the founding team?
 - Very: award 1 pt
 - Somewhat: award 0.5 pts
 - Not much or N/A: award 0 pts",1.0
T_Q24,T_Q24,T,8. Team,BINARY,HUMAN,"Is there a structured approach to engaging the advisory team?
 - Yes
 - No",1.0
T_Q25,T_Q25,T,8. Team,BINARY,HUMAN,"What percent of advisors are actively engaged with the company?
 - More than 90%: award 1 pt
 - 50% to 90%: award 0.5 pts
 - Less than 50% or no information: award 0 pts",1.0
T_Q26a,T_Q26,T,8. Team,BINARY,AI,Raised capital or completed commercial deals with Angel Investors (>= $250K),1.0
T_Q26b,T_Q26,T,8. Team,BINARY,AI,Raised >= $2M in cumulative capital or completed major enterprise deals with Angel Investors,1.0
T_Q26c,T_Q26,T,8. Team,BINARY,AI,Raised >= $10M in cumulative capital from Angel Investors,1.0
T_Q27a,T_Q27,T,8. Team,BINARY,AI,Raised capital or completed commercial deals with Family Offices (>= $250K),1.0
T_Q27b,T_Q27,T,8. Team,BINARY,AI,Raised >= $2M in cumulative capital or completed major enterprise deals with Family Offices,1.0
T_Q27c,T_Q27,T,8. Team,BINARY,AI,Raised >= $10M in cumulative capital from Family Offices,1.0
T_Q28a,T_Q28,T,8. Team,BINARY,AI,Raised capital or completed commercial deals with VCs (>= $250K),1.0
T_Q28b,T_Q28,T,8. Team,BINARY,AI,Raised >= $2M in cumulative capital or completed major enterprise deals with VCs,1.0
T_Q28c,T_Q28,T,8. Team,BINARY,AI,Raised >= $10M in cumulative capital from VCs,1.0
T_Q29a,T_Q29,T,8. Team,BINARY,AI,Raised capital or completed commercial deals with Grants/NGOs (>= $250K),1.0
T_Q29b,T_Q29,T,8. Team,BINARY,AI,Raised >= $2M in cumulative capital or completed major enterprise deals with Grants/NGOs,1.0
T_Q29c,T_Q29,T,8. Team,BINARY,AI,Raised >= $10M in cumulative capital from Grants/NGOs,1.0
T_Q3_val,T_Q3,T,8. Team,INTEGER,AI,Total count of prior exits across full-time founders,1.0
T_Q3a,T_Q3,T,8. Team,BINARY,AI,Any full-time executive involved in at least 1 prior startup exit (M&A/IPO),1.0
T_Q3b,T_Q3,T,8. Team,BINARY,AI,Any full-time executive involved in 2 or more prior startup exits,1.0
T_Q30a,T_Q30,T,8. Team,BINARY,AI,Raised capital or completed commercial deals with Strategic Investors (>= $250K),1.0
T_Q30b,T_Q30,T,8. Team,BINARY,AI,Raised >= $2M in cumulative capital or completed major enterprise deals with Strategic Investors,1.0
T_Q30c,T_Q30,T,8. Team,BINARY,AI,Raised >= $10M in cumulative capital from Strategic Investors,1.0
T_Q31,T_Q31,T,8. Team,BINARY,AI,"To what extent has the team hired or supervised senior subject matter/functional experts?
 - More than 10 people: award 1 pt
 - 2 to 10 people: award 0.67 pts
 - 1 to 2 people: award 0.33 pts
 - None: award 0 pts",1.0
T_Q4a,T_Q4,T,8. Team,BINARY,AI,Team has 5 or more combined years of experience in company target industry,1.0
T_Q4b,T_Q4,T,8. Team,BINARY,AI,Team has 15 or more combined years of experience in company target industry,1.0
T_Q5a,T_Q5,T,8. Team,BINARY,AI,Team member previously held VP or Director level seniority in target industry,1.0
T_Q5b,T_Q5,T,8. Team,BINARY,AI,Team member previously held CEO or C-Suite seniority in target industry,1.0
T_Q6,T_Q6,T,8. Team,BINARY,AI,"What is the breadth of the team's capabilities in technical/engineering?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts",1.0
T_Q7,T_Q7,T,8. Team,BINARY,AI,"What is the breadth of the team's capabilities in supply chain?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts",1.0
T_Q8,T_Q8,T,8. Team,BINARY,AI,"What is the breadth of the team's capabilities in operations?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts",1.0
T_Q9,T_Q9,T,8. Team,BINARY,AI,"What is the breadth of the team's capabilities in finance?
 - Technical, engineering operations, sales + marketing, finance: award 1 pt
 - Technical, engineering operations: award 0.67 pts
 - Technical only: award 0.33 pts
 - None: award 0 pts",1.0
ES_Q1,ES_Q1,ES,9. Executive Summary,BINARY,AI,Does the company have a formal company name?,1.0
ES_Q10a,ES_Q10,ES,9. Executive Summary,BINARY,AI,Identifies upstream suppliers and manufacturing partners in value chain,1.0
ES_Q10b,ES_Q10,ES,9. Executive Summary,BINARY,AI,Identifies downstream distributors and buyers in value chain,1.0
ES_Q11a,ES_Q11,ES,9. Executive Summary,BINARY,AI,Company has paying commercial customers who have purchased product,1.0
ES_Q11b,ES_Q11,ES,9. Executive Summary,BINARY,AI,Company has active confirmed beta testing or pilot development partners,1.0
ES_Q11c,ES_Q11,ES,9. Executive Summary,BINARY,AI,Company has signed non-binding Letters of Intent (LOIs) or MOUs,1.0
ES_Q12,ES_Q12,ES,9. Executive Summary,BINARY,AI,Are key milestone accomplishments presented?,1.0
ES_Q13,ES_Q13,ES,9. Executive Summary,BINARY,AI,Does the company describe its technology status (TRL or otherwise)?,1.0
ES_Q14,ES_Q14,ES,9. Executive Summary,BINARY,AI,Is an IP strategy defined?,1.0
ES_Q15,ES_Q15,ES,9. Executive Summary,BINARY,AI,Is how the company's IP supports the value proposition described?,1.0
ES_Q16a,ES_Q16,ES,9. Executive Summary,BINARY,AI,Environmental impact goals and metrics stated,1.0
ES_Q16b,ES_Q16,ES,9. Executive Summary,BINARY,AI,Social or community impact goals stated,1.0
ES_Q16c,ES_Q16,ES,9. Executive Summary,BINARY,AI,Financial sustainability / cost benefit impact stated,1.0
ES_Q17,ES_Q17,ES,9. Executive Summary,BINARY,AI,Is there a description of the target market?,1.0
ES_Q18a,ES_Q18,ES,9. Executive Summary,BINARY,AI,Numerical Total Addressable Market (TAM) dollar valuation explicitly stated,1.0
ES_Q18b,ES_Q18,ES,9. Executive Summary,BINARY,AI,Underlying TAM calculation assumptions and methodology documented,1.0
ES_Q19a,ES_Q19,ES,9. Executive Summary,BINARY,AI,Numerical Serviceable Available Market (SAM) dollar valuation explicitly stated,1.0
ES_Q19b,ES_Q19,ES,9. Executive Summary,BINARY,AI,Underlying SAM calculation assumptions and methodology documented,1.0
ES_Q2,ES_Q2,ES,9. Executive Summary,BINARY,AI,Is clear and complete contact information provided?,1.0
ES_Q20a,ES_Q20,ES,9. Executive Summary,BINARY,AI,Target market share percentage explicitly presented,1.0
ES_Q20b,ES_Q20,ES,9. Executive Summary,BINARY,AI,Market share capture assumptions documented,1.0
ES_Q21,ES_Q21,ES,9. Executive Summary,BINARY,AI,Are additional markets identified?,1.0
ES_Q22,ES_Q22,ES,9. Executive Summary,BINARY,AI,Are the key costs/challenges of entering these additional markets discussed?,1.0
ES_Q23a,ES_Q23,ES,9. Executive Summary,BINARY,AI,Identifies direct competitors,1.0
ES_Q23b,ES_Q23,ES,9. Executive Summary,BINARY,AI,Identifies indirect competitors and substitutes,1.0
ES_Q24,ES_Q24,ES,9. Executive Summary,BINARY,AI,Are the company's proposed benefits over the competition described?,1.0
ES_Q25,ES_Q25,ES,9. Executive Summary,BINARY,AI,Has the company presented its funding history?,1.0
ES_Q26,ES_Q26,ES,9. Executive Summary,BINARY,AI,Has the company presented its fundraising plans (forward looking)?,1.0
ES_Q27,ES_Q27,ES,9. Executive Summary,BINARY,AI,Is the use of defined funds discussed?,1.0
ES_Q28,ES_Q28,ES,9. Executive Summary,BINARY,AI,Does the company have a video that is current and consistent with the overview?,1.0
ES_Q29,ES_Q29,ES,9. Executive Summary,BINARY,AI,Is the video available to the public?,1.0
ES_Q3,ES_Q3,ES,9. Executive Summary,BINARY,AI,Does the company have a formal company logo?,1.0
ES_Q30,ES_Q30,ES,9. Executive Summary,BINARY,AI,Is there a description of the management team?,1.0
ES_Q31,ES_Q31,ES,9. Executive Summary,BINARY,AI,Is there a formal location? (E.G. HQ address),1.0
ES_Q32a,ES_Q32,ES,9. Executive Summary,BINARY,AI,Historical revenue stated (or stated zero if pre-revenue),1.0
ES_Q32b,ES_Q32,ES,9. Executive Summary,BINARY,AI,Forward-looking multi-year revenue projections presented,1.0
ES_Q33,ES_Q33,ES,9. Executive Summary,BINARY,AI,Is the projection consistent with SAM and target market share? (IE SAM x Market Share % = projected revenue),1.0
ES_Q34,ES_Q34,ES,9. Executive Summary,BINARY,AI,"Is revenue for year N divided by revenue for year N-1 a constant? If yes, is that assumption explained?",1.0
ES_Q4,ES_Q4,ES,9. Executive Summary,BINARY,AI,Has the company identified a market category (or CleanTech Category)?,1.0
ES_Q5,ES_Q5,ES,9. Executive Summary,BINARY,AI,"Is a brief company business history provided? (EG employees, years operational, etc.)",1.0
ES_Q6,ES_Q6,ES,9. Executive Summary,BINARY,AI,Does the company list current senior management skills and identify skill gaps?,1.0
ES_Q7a,ES_Q7,ES,9. Executive Summary,BINARY,AI,Clear non-technical problem and solution summary statement provided,1.0
ES_Q7b,ES_Q7,ES,9. Executive Summary,BINARY,AI,Specific initial beachhead market defined,1.0
ES_Q7c,ES_Q7,ES,9. Executive Summary,BINARY,AI,Operational route-to-market or distribution channel described,1.0
ES_Q8,ES_Q8,ES,9. Executive Summary,BINARY,AI,Has the company specified the initial commercial offering(s)?,1.0
ES_Q9,ES_Q9,ES,9. Executive Summary,BINARY,AI,Is factual / third-party / verifiable information supporting this provided?,1.0
IP_Q1,IP_Q1,IP,10. Investor Pitch,BINARY,AI,Is there an elevator pitch?,1.0
IP_Q10,IP_Q10,IP,10. Investor Pitch,BINARY,HUMAN,Does the problem suggest a large market?,1.0
IP_Q11,IP_Q11,IP,10. Investor Pitch,BINARY,HUMAN,"Is the solution a compelling value proposition clearly benefitting the customer's business (revenues, costs, time, productivity, market, etc.)?",1.0
IP_Q12,IP_Q12,IP,10. Investor Pitch,BINARY,AI,"Is there a visual ""model"" depicting the solution?",1.0
IP_Q13,IP_Q13,IP,10. Investor Pitch,BINARY,HUMAN,Does the solution clearly fit in the customer's ecosystem?,1.0
IP_Q14,IP_Q14,IP,10. Investor Pitch,BINARY,HUMAN,Does the presentation depict differentiation and technical elegance but avoid the weeds?,1.0
IP_Q15,IP_Q15,IP,10. Investor Pitch,BINARY,HUMAN,Does the presentation clearly define the market?,1.0
IP_Q16,IP_Q16,IP,10. Investor Pitch,BINARY,AI,"Is there a target vertical, buyer/user, or application?",1.0
IP_Q17,IP_Q17,IP,10. Investor Pitch,BINARY,AI,Are market size/growth presented?,1.0
IP_Q18,IP_Q18,IP,10. Investor Pitch,BINARY,AI,Are any of the following shown: TAM/SAM/SOM/CAGR?,1.0
IP_Q19,IP_Q19,IP,10. Investor Pitch,BINARY,AI,Are historical trends projected into the future?,1.0
IP_Q2,IP_Q2,IP,10. Investor Pitch,BINARY,AI,Does the presentation define the business and reason for existence?,1.0
IP_Q20,IP_Q20,IP,10. Investor Pitch,BINARY,HUMAN,Does the methodology combine quantitative rigor with qualitative sensitivity?,1.0
IP_Q21,IP_Q21,IP,10. Investor Pitch,BINARY,HUMAN,Is there a balance between exciting opportunity vs. chance of success?,1.0
IP_Q22a,IP_Q22,IP,10. Investor Pitch,BINARY,AI,Explicitly identifies legacy corporate incumbents and emerging venture startup competitors,1.0
IP_Q22b,IP_Q22,IP,10. Investor Pitch,BINARY,AI,Explicitly discusses indirect substitutes and customer in-house / build-your-own alternatives,1.0
IP_Q22c,IP_Q22,IP,10. Investor Pitch,BINARY,AI,"Presentation includes competitive landscape framework (matrix, table, or feature grid)",1.0
IP_Q23,IP_Q23,IP,10. Investor Pitch,BINARY,HUMAN,Does the presentation provide a framework to demonstrate differentiation (BCG grid and/or benefits matrix)?,1.0
IP_Q24,IP_Q24,IP,10. Investor Pitch,BINARY,AI,Does the presentation use customer-centric attributes and dimensions?,1.0
IP_Q25,IP_Q25,IP,10. Investor Pitch,BINARY,HUMAN,"Does the presentation demonstrate knowledge of the landscape, including past failures?",1.0
IP_Q26,IP_Q26,IP,10. Investor Pitch,BINARY,AI,Does the presentation embrace competitor strengths + know its own weaknesses (self-awareness)?,1.0
IP_Q27,IP_Q27,IP,10. Investor Pitch,BINARY,AI,"Does the presentation highlight secret sauce, competitive advantages, barriers to entry?",1.0
IP_Q28,IP_Q28,IP,10. Investor Pitch,BINARY,AI,Does the presentation translate key points between business and technical domain?,1.0
IP_Q29,IP_Q29,IP,10. Investor Pitch,BINARY,AI,"Does it show how customers and partners fit in, if possible?",1.0
IP_Q3,IP_Q3,IP,10. Investor Pitch,BINARY,AI,"Is there a visual ""model"" built upon in the ""problem"" and ""solution"" slides?",1.0
IP_Q30,IP_Q30,IP,10. Investor Pitch,BINARY,HUMAN,Does it remain focused on the essential value proposition?,1.0
IP_Q31,IP_Q31,IP,10. Investor Pitch,BINARY,HUMAN,Does it talk to important but peripheral issues and details while avoiding clutter?,1.0
IP_Q32,IP_Q32,IP,10. Investor Pitch,BINARY,AI,"Does it address ""invent vs. integrate"" issues?",1.0
IP_Q33,IP_Q33,IP,10. Investor Pitch,BINARY,HUMAN,Does it show that the company will invent only uniquely competitive elements?,1.0
IP_Q34,IP_Q34,IP,10. Investor Pitch,BINARY,HUMAN,"Does it show an incremental development path that reduces risk, if possible?",1.0
IP_Q35,IP_Q35,IP,10. Investor Pitch,BINARY,AI,Does the presentation show what customers buy and how they buy it?,1.0
IP_Q36,IP_Q36,IP,10. Investor Pitch,BINARY,AI,"Does it discuss high level pricing (e.g., annuity or one fee)?",1.0
IP_Q37,IP_Q37,IP,10. Investor Pitch,BINARY,AI,Does it describe what the customer will get (today and beyond)?,1.0
IP_Q38,IP_Q38,IP,10. Investor Pitch,BINARY,AI,Does it profile the customer (vertical/buyer or user/application)?,1.0
IP_Q39,IP_Q39,IP,10. Investor Pitch,BINARY,AI,Does it profile critical partner relationships (current and future)?,1.0
IP_Q4,IP_Q4,IP,10. Investor Pitch,BINARY,AI,Does the overview contain two to five high-level succinct bullets?,1.0
IP_Q40,IP_Q40,IP,10. Investor Pitch,BINARY,AI,Does it show a marketing and sales plan?,1.0
IP_Q41,IP_Q41,IP,10. Investor Pitch,BINARY,AI,Does it show a value chain and sales cycle?,1.0
IP_Q42,IP_Q42,IP,10. Investor Pitch,BINARY,AI,Does it compare and contrast to industry comparables?,1.0
IP_Q43,IP_Q43,IP,10. Investor Pitch,BINARY,HUMAN,Does the presentation show credibility and strategic orchestration of team members?,1.0
IP_Q44,IP_Q44,IP,10. Investor Pitch,BINARY,HUMAN,Does the team show domain expertise and unique customer insight?,1.0
IP_Q45,IP_Q45,IP,10. Investor Pitch,BINARY,HUMAN,Does the CEO hire people with skills better than their own?,1.0
IP_Q46,IP_Q46,IP,10. Investor Pitch,BINARY,HUMAN,"Does the presentation show what's missing, if applicable, or show that nothing is missing?",1.0
IP_Q47,IP_Q47,IP,10. Investor Pitch,BINARY,AI,Does it show previous companies and titles (industry recognition where meaningful)?,1.0
IP_Q48,IP_Q48,IP,10. Investor Pitch,BINARY,AI,Does it show the Board of Directors?,1.0
IP_Q49,IP_Q49,IP,10. Investor Pitch,BINARY,HUMAN,Does the Company present thorough and thoughtful financials?,1.0
IP_Q5,IP_Q5,IP,10. Investor Pitch,BINARY,HUMAN,"Is there a compelling pain point that will make a customer write a check (revenues, costs, time, productivity, market reach, etc.)?",1.0
IP_Q50a,IP_Q50,IP,10. Investor Pitch,BINARY,AI,P&L / Income statement slide provided,1.0
IP_Q50b,IP_Q50,IP,10. Investor Pitch,BINARY,AI,Balance sheet summary slide provided,1.0
IP_Q51,IP_Q51,IP,10. Investor Pitch,BINARY,AI,Has the Company provided high-level 3- or 5-year projections?,1.0
IP_Q52,IP_Q52,IP,10. Investor Pitch,BINARY,AI,Do the financials break out revenues and expenses by major category?,1.0
IP_Q53a,IP_Q53,IP,10. Investor Pitch,BINARY,AI,Financials include pre-tax profit (loss) projection,1.0
IP_Q53b,IP_Q53,IP,10. Investor Pitch,BINARY,AI,Financials include cash flow and capital requirements,1.0
IP_Q53c,IP_Q53,IP,10. Investor Pitch,BINARY,AI,Financials include headcount / staffing projections,1.0
IP_Q54,IP_Q54,IP,10. Investor Pitch,BINARY,AI,Has the Company defined milestone targets?,1.0
IP_Q55,IP_Q55,IP,10. Investor Pitch,BINARY,AI,Do the financials identify when the Company expects its first revenues?,1.0
IP_Q56,IP_Q56,IP,10. Investor Pitch,BINARY,AI,Do the financials identify when the Company expects to become cash-flow positive?,1.0
IP_Q57,IP_Q57,IP,10. Investor Pitch,BINARY,AI,"Has the Company demonstrated tangible competitive barriers (e.g., customers, IP)?",1.0
IP_Q58,IP_Q58,IP,10. Investor Pitch,BINARY,AI,Do the projections show a $100M/yr run rate by year 5?,1.0
IP_Q6,IP_Q6,IP,10. Investor Pitch,BINARY,HUMAN,"Is it a ""must-solve"" not merely ""nice-to-solve"" problem?",1.0
IP_Q7,IP_Q7,IP,10. Investor Pitch,BINARY,AI,"Is there a visual ""model"" depicting the problem?",1.0
IP_Q8,IP_Q8,IP,10. Investor Pitch,BINARY,AI,Is a historical evolution depicted?,1.0
IP_Q9,IP_Q9,IP,10. Investor Pitch,BINARY,HUMAN,Are meaningful validating quotes included?,1.0
